rounds	row	columns	wordsize	kolumns	block	key	full-diffusion
20	3	6	11	14	198	462	14
13	3	6	12	7	216	252	10
22	3	6	11	16	198	528	10
12	3	6	12	6	216	216	8
21	3	6	11	15	198	495	16
14	3	6	12	8	216	288	10
16	3	6	12	10	216	360	10
19	3	6	12	13	216	468	10
17	3	6	12	11	216	396	8
22	3	6	12	16	216	576	10
21	3	6	12	15	216	540	10
20	3	6	12	14	216	504	8
18	3	6	12	12	216	432	16
17	3	6	13	11	234	429	10
14	3	6	13	8	234	312	8
16	3	6	13	10	234	390	10
13	3	6	13	7	234	273	12
15	3	6	13	9	234	351	12
12	3	6	13	6	234	234	14
18	3	6	13	12	234	468	10
20	3	6	13	14	234	546	10
19	3	6	13	13	234	507	12
21	3	6	13	15	234	585	12
12	3	6	14	6	252	252	10
22	3	6	13	16	234	624	10
13	3	6	14	7	252	294	8
14	3	6	14	8	252	336	10
18	3	6	14	12	252	504	8
15	3	6	14	9	252	378	8
16	3	6	14	10	252	420	8
17	3	6	14	11	252	462	8
20	3	6	14	14	252	588	8
19	3	6	14	13	252	546	10
12	3	6	15	6	270	270	8
21	3	6	14	15	252	630	10
22	3	6	14	16	252	672	10
13	3	6	15	7	270	315	12
15	3	6	15	9	270	405	8
16	3	6	15	10	270	450	10
19	3	6	15	13	270	585	8
18	3	6	15	12	270	540	8
17	3	6	15	11	270	495	12
14	3	6	15	8	270	360	14
21	3	6	15	15	270	675	10
13	3	6	16	7	288	336	10
22	3	6	15	16	270	720	10
20	3	6	15	14	270	630	12
15	3	6	16	9	288	432	8
12	3	6	16	6	288	288	8
14	3	6	16	8	288	384	8
16	3	6	16	10	288	480	10
17	3	6	16	11	288	528	10
18	3	6	16	12	288	576	8
13	3	7	3	7	63	63	12
20	3	6	16	14	288	672	8
16	3	7	3	10	63	90	8
19	3	6	16	13	288	624	10
14	3	7	3	8	63	72	10
15	3	7	3	9	63	81	10
17	3	7	3	11	63	99	10
21	3	6	16	15	288	720	12
20	3	7	3	14	63	126	8
22	3	6	16	16	288	768	12
18	3	7	3	12	63	108	8
22	3	7	3	16	63	144	8
19	3	7	3	13	63	117	10
21	3	7	3	15	63	135	8
13	3	7	4	7	84	84	8
14	3	7	4	8	84	96	10
16	3	7	4	10	84	120	8
20	3	7	4	14	84	168	8
17	3	7	4	11	84	132	8
19	3	7	4	13	84	156	8
15	3	7	4	9	84	108	14
18	3	7	4	12	84	144	18
22	3	7	4	16	84	192	8
21	3	7	4	15	84	180	10
14	3	7	5	8	105	120	8
13	3	7	5	7	105	105	8
15	3	7	5	9	105	135	8
17	3	7	5	11	105	165	8
18	3	7	5	12	105	180	8
19	3	7	5	13	105	195	8
16	3	7	5	10	105	150	10
21	3	7	5	15	105	225	8
20	3	7	5	14	105	210	10
22	3	7	5	16	105	240	8
13	3	7	6	7	126	126	8
16	3	7	6	10	126	180	8
14	3	7	6	8	126	144	10
18	3	7	6	12	126	216	8
15	3	7	6	9	126	162	10
17	3	7	6	11	126	198	8
19	3	7	6	13	126	234	8
20	3	7	6	14	126	252	10
22	3	7	6	16	126	288	8
21	3	7	6	15	126	270	10
14	3	7	7	8	147	168	8
17	3	7	7	11	147	231	8
15	3	7	7	9	147	189	8
13	3	7	7	7	147	147	12
16	3	7	7	10	147	210	8
18	3	7	7	12	147	252	8
19	3	7	7	13	147	273	8
20	3	7	7	14	147	294	10
21	3	7	7	15	147	315	8
13	3	7	8	7	168	168	8
22	3	7	7	16	147	336	8
16	3	7	8	10	168	240	8
17	3	7	8	11	168	264	10
18	3	7	8	12	168	288	10
15	3	7	8	9	168	216	10
19	3	7	8	13	168	312	10
20	3	7	8	14	168	336	8
14	3	7	8	8	168	192	18
15	3	7	9	9	189	243	10
22	3	7	8	16	168	384	8
21	3	7	8	15	168	360	10
13	3	7	9	7	189	189	8
14	3	7	9	8	189	216	8
16	3	7	9	10	189	270	8
17	3	7	9	11	189	297	10
18	3	7	9	12	189	324	8
20	3	7	9	14	189	378	8
19	3	7	9	13	189	351	10
22	3	7	9	16	189	432	8
21	3	7	9	15	189	405	10
13	3	7	10	7	210	210	8
14	3	7	10	8	210	240	8
15	3	7	10	9	210	270	10
17	3	7	10	11	210	330	10
16	3	7	10	10	210	300	8
19	3	7	10	13	210	390	8
18	3	7	10	12	210	360	12
20	3	7	10	14	210	420	8
21	3	7	10	15	210	450	8
13	3	7	11	7	231	231	8
22	3	7	10	16	210	480	14
14	3	7	11	8	231	264	14
16	3	7	11	10	231	330	10
15	3	7	11	9	231	297	10
17	3	7	11	11	231	363	8
19	3	7	11	13	231	429	10
18	3	7	11	12	231	396	10
20	3	7	11	14	231	462	10
22	3	7	11	16	231	528	8
21	3	7	11	15	231	495	8
14	3	7	12	8	252	288	8
13	3	7	12	7	252	252	10
18	3	7	12	12	252	432	8
17	3	7	12	11	252	396	10
15	3	7	12	9	252	324	10
16	3	7	12	10	252	360	8
20	3	7	12	14	252	504	10
19	3	7	12	13	252	468	10
21	3	7	12	15	252	540	10
22	3	7	12	16	252	576	10
14	3	7	13	8	273	312	10
13	3	7	13	7	273	273	10
15	3	7	13	9	273	351	10
16	3	7	13	10	273	390	10
18	3	7	13	12	273	468	10
17	3	7	13	11	273	429	10
19	3	7	13	13	273	507	8
20	3	7	13	14	273	546	10
21	3	7	13	15	273	585	8
14	3	7	14	8	294	336	10
15	3	7	14	9	294	378	10
22	3	7	13	16	273	624	12
16	3	7	14	10	294	420	8
17	3	7	14	11	294	462	8
13	3	7	14	7	294	294	12
18	3	7	14	12	294	504	8
19	3	7	14	13	294	546	8
20	3	7	14	14	294	588	12
21	3	7	14	15	294	630	8
22	3	7	14	16	294	672	8
13	3	7	15	7	315	315	8
15	3	7	15	9	315	405	8
14	3	7	15	8	315	360	10
16	3	7	15	10	315	450	10
17	3	7	15	11	315	495	8
18	3	7	15	12	315	540	10
19	3	7	15	13	315	585	12
20	3	7	15	14	315	630	10
14	3	7	16	8	336	384	8
22	3	7	15	16	315	720	10
21	3	7	15	15	315	675	12
13	3	7	16	7	336	336	10
17	3	7	16	11	336	528	8
15	3	7	16	9	336	432	10
16	3	7	16	10	336	480	8
18	3	7	16	12	336	576	10
14	3	8	3	8	72	72	10
19	3	7	16	13	336	624	10
18	3	8	3	12	72	108	8
20	3	7	16	14	336	672	10
15	3	8	3	9	72	81	10
17	3	8	3	11	72	99	8
21	3	7	16	15	336	720	8
16	3	8	3	10	72	90	12
22	3	7	16	16	336	768	12
19	3	8	3	13	72	117	10
22	3	8	3	16	72	144	10
21	3	8	3	15	72	135	10
14	3	8	4	8	96	96	8
20	3	8	3	14	72	126	14
17	3	8	4	11	96	132	10
15	3	8	4	9	96	108	10
19	3	8	4	13	96	156	10
16	3	8	4	10	96	120	12
18	3	8	4	12	96	144	10
22	3	8	4	16	96	192	10
20	3	8	4	14	96	168	10
21	3	8	4	15	96	180	12
16	3	8	5	10	120	150	10
14	3	8	5	8	120	120	10
18	3	8	5	12	120	180	12
15	3	8	5	9	120	135	12
21	3	8	5	15	120	225	12
17	3	8	5	11	120	165	14
19	3	8	5	13	120	195	12
22	3	8	5	16	120	240	10
20	3	8	5	14	120	210	14
16	3	8	6	10	144	180	10
15	3	8	6	9	144	162	12
17	3	8	6	11	144	198	10
14	3	8	6	8	144	144	12
18	3	8	6	12	144	216	10
20	3	8	6	14	144	252	10
19	3	8	6	13	144	234	10
14	3	8	7	8	168	168	10
21	3	8	6	15	144	270	10
22	3	8	6	16	144	288	12
16	3	8	7	10	168	210	8
15	3	8	7	9	168	189	12
17	3	8	7	11	168	231	10
19	3	8	7	13	168	273	10
18	3	8	7	12	168	252	12
20	3	8	7	14	168	294	10
21	3	8	7	15	168	315	14
22	3	8	7	16	168	336	16
16	3	8	8	10	192	240	12
14	3	8	8	8	192	192	10
17	3	8	8	11	192	264	10
15	3	8	8	9	192	216	12
18	3	8	8	12	192	288	12
21	3	8	8	15	192	360	10
20	3	8	8	14	192	336	12
22	3	8	8	16	192	384	10
19	3	8	8	13	192	312	14
14	3	8	9	8	216	216	12
15	3	8	9	9	216	243	12
17	3	8	9	11	216	297	10
16	3	8	9	10	216	270	12
19	3	8	9	13	216	351	8
18	3	8	9	12	216	324	10
20	3	8	9	14	216	378	10
21	3	8	9	15	216	405	12
22	3	8	9	16	216	432	12
15	3	8	10	9	240	270	10
19	3	8	10	13	240	390	10
14	3	8	10	8	240	240	12
16	3	8	10	10	240	300	12
18	3	8	10	12	240	360	10
22	3	8	10	16	240	480	10
17	3	8	10	11	240	330	16
21	3	8	10	15	240	450	12
15	3	8	11	9	264	297	8
20	3	8	10	14	240	420	12
14	3	8	11	8	264	264	10
16	3	8	11	10	264	330	12
17	3	8	11	11	264	363	14
18	3	8	11	12	264	396	10
19	3	8	11	13	264	429	10
22	3	8	11	16	264	528	12
21	3	8	11	15	264	495	14
20	3	8	11	14	264	462	16
14	3	8	12	8	288	288	12
16	3	8	12	10	288	360	10
15	3	8	12	9	288	324	12
17	3	8	12	11	288	396	12
18	3	8	12	12	288	432	10
20	3	8	12	14	288	504	10
22	3	8	12	16	288	576	10
19	3	8	12	13	288	468	12
21	3	8	12	15	288	540	10
14	3	8	13	8	312	312	12
15	3	8	13	9	312	351	16
16	3	8	13	10	312	390	10
18	3	8	13	12	312	468	12
20	3	8	13	14	312	546	12
19	3	8	13	13	312	507	12
17	3	8	13	11	312	429	14
21	3	8	13	15	312	585	10
22	3	8	13	16	312	624	10
15	3	8	14	9	336	378	10
14	3	8	14	8	336	336	12
16	3	8	14	10	336	420	12
20	3	8	14	14	336	588	12
19	3	8	14	13	336	546	10
17	3	8	14	11	336	462	10
18	3	8	14	12	336	504	12
21	3	8	14	15	336	630	10
22	3	8	14	16	336	672	10
15	3	8	15	9	360	405	10
14	3	8	15	8	360	360	12
16	3	8	15	10	360	450	12
17	3	8	15	11	360	495	10
18	3	8	15	12	360	540	12
19	3	8	15	13	360	585	10
21	3	8	15	15	360	675	10
20	3	8	15	14	360	630	10
22	3	8	15	16	360	720	14
14	3	8	16	8	384	384	10
17	3	8	16	11	384	528	10
16	3	8	16	10	384	480	12
18	3	8	16	12	384	576	12
15	3	8	16	9	384	432	14
16	3	9	3	10	81	90	12
17	3	9	3	11	81	99	10
15	3	9	3	9	81	81	16
22	3	8	16	16	384	768	10
20	3	8	16	14	384	672	10
21	3	8	16	15	384	720	10
19	3	8	16	13	384	624	18
18	3	9	3	12	81	108	10
19	3	9	3	13	81	117	10
20	3	9	3	14	81	126	12
21	3	9	3	15	81	135	12
22	3	9	3	16	81	144	10
16	3	9	4	10	108	120	12
15	3	9	4	9	108	108	16
17	3	9	4	11	108	132	10
21	3	9	4	15	108	180	12
18	3	9	4	12	108	144	10
20	3	9	4	14	108	168	10
22	3	9	4	16	108	192	12
19	3	9	4	13	108	156	14
15	3	9	5	9	135	135	10
17	3	9	5	11	135	165	10
16	3	9	5	10	135	150	10
18	3	9	5	12	135	180	10
19	3	9	5	13	135	195	12
20	3	9	5	14	135	210	14
22	3	9	5	16	135	240	12
21	3	9	5	15	135	225	12
15	3	9	6	9	162	162	12
16	3	9	6	10	162	180	12
17	3	9	6	11	162	198	12
19	3	9	6	13	162	234	10
18	3	9	6	12	162	216	14
20	3	9	6	14	162	252	10
21	3	9	6	15	162	270	10
17	3	9	7	11	189	231	10
22	3	9	6	16	162	288	10
15	3	9	7	9	189	189	10
16	3	9	7	10	189	210	12
21	3	9	7	15	189	315	10
18	3	9	7	12	189	252	10
19	3	9	7	13	189	273	10
20	3	9	7	14	189	294	10
22	3	9	7	16	189	336	10
15	3	9	8	9	216	216	10
18	3	9	8	12	216	288	12
17	3	9	8	11	216	264	14
16	3	9	8	10	216	240	14
19	3	9	8	13	216	312	10
20	3	9	8	14	216	336	10
21	3	9	8	15	216	360	12
22	3	9	8	16	216	384	10
16	3	9	9	10	243	270	10
18	3	9	9	12	243	324	12
15	3	9	9	9	243	243	10
20	3	9	9	14	243	378	10
19	3	9	9	13	243	351	10
17	3	9	9	11	243	297	14
21	3	9	9	15	243	405	12
22	3	9	9	16	243	432	10
16	3	9	10	10	270	300	12
15	3	9	10	9	270	270	12
17	3	9	10	11	270	330	10
18	3	9	10	12	270	360	12
19	3	9	10	13	270	390	12
22	3	9	10	16	270	480	10
20	3	9	10	14	270	420	12
21	3	9	10	15	270	450	12
15	3	9	11	9	297	297	14
16	3	9	11	10	297	330	10
20	3	9	11	14	297	462	12
17	3	9	11	11	297	363	12
18	3	9	11	12	297	396	12
19	3	9	11	13	297	429	12
21	3	9	11	15	297	495	10
22	3	9	11	16	297	528	12
16	3	9	12	10	324	360	12
15	3	9	12	9	324	324	12
18	3	9	12	12	324	432	10
19	3	9	12	13	324	468	12
20	3	9	12	14	324	504	10
21	3	9	12	15	324	540	10
17	3	9	12	11	324	396	16
15	3	9	13	9	351	351	10
22	3	9	12	16	324	576	12
16	3	9	13	10	351	390	12
19	3	9	13	13	351	507	10
17	3	9	13	11	351	429	10
18	3	9	13	12	351	468	12
20	3	9	13	14	351	546	16
21	3	9	13	15	351	585	10
15	3	9	14	9	378	378	12
22	3	9	13	16	351	624	12
16	3	9	14	10	378	420	12
17	3	9	14	11	378	462	12
21	3	9	14	15	378	630	10
18	3	9	14	12	378	504	14
19	3	9	14	13	378	546	10
20	3	9	14	14	378	588	10
22	3	9	14	16	378	672	10
15	3	9	15	9	405	405	10
17	3	9	15	11	405	495	12
16	3	9	15	10	405	450	12
18	3	9	15	12	405	540	10
20	3	9	15	14	405	630	12
19	3	9	15	13	405	585	14
22	3	9	15	16	405	720	12
15	3	9	16	9	432	432	14
21	3	9	15	15	405	675	14
16	3	9	16	10	432	480	12
17	3	9	16	11	432	528	10
16	3	10	3	10	90	90	16
18	3	9	16	12	432	576	16
18	3	10	3	12	90	108	10
19	3	9	16	13	432	624	12
20	3	9	16	14	432	672	12
17	3	10	3	11	90	99	12
20	3	10	3	14	90	126	10
21	3	9	16	15	432	720	12
21	3	10	3	15	90	135	12
19	3	10	3	13	90	117	12
22	3	10	3	16	90	144	10
18	3	10	4	12	120	144	12
22	3	9	16	16	432	768	16
17	3	10	4	11	120	132	14
21	3	10	4	15	120	180	12
16	3	10	4	10	120	120	18
20	3	10	4	14	120	168	16
19	3	10	4	13	120	156	16
17	3	10	5	11	150	165	12
22	3	10	4	16	120	192	16
16	3	10	5	10	150	150	16
22	3	10	5	16	150	240	12
18	3	10	5	12	150	180	14
20	3	10	5	14	150	210	14
21	3	10	5	15	150	225	16
16	3	10	6	10	180	180	10
19	3	10	5	13	150	195	14
17	3	10	6	11	180	198	12
18	3	10	6	12	180	216	10
19	3	10	6	13	180	234	10
21	3	10	6	15	180	270	12
20	3	10	6	14	180	252	14
22	3	10	6	16	180	288	12
16	3	10	7	10	210	210	12
19	3	10	7	13	210	273	14
17	3	10	7	11	210	231	12
18	3	10	7	12	210	252	14
22	3	10	7	16	210	336	14
21	3	10	7	15	210	315	14
16	3	10	8	10	240	240	12
18	3	10	8	12	240	288	12
20	3	10	7	14	210	294	26
17	3	10	8	11	240	264	12
21	3	10	8	15	240	360	12
19	3	10	8	13	240	312	14
20	3	10	8	14	240	336	14
22	3	10	8	16	240	384	14
16	3	10	9	10	270	270	12
17	3	10	9	11	270	297	12
18	3	10	9	12	270	324	14
19	3	10	9	13	270	351	14
20	3	10	9	14	270	378	12
21	3	10	9	15	270	405	12
19	3	10	10	13	300	390	14
22	3	10	9	16	270	432	12
16	3	10	10	10	300	300	12
18	3	10	10	12	300	360	14
17	3	10	10	11	300	330	14
21	3	10	10	15	300	450	14
20	3	10	10	14	300	420	12
16	3	10	11	10	330	330	12
22	3	10	10	16	300	480	12
18	3	10	11	12	330	396	14
17	3	10	11	11	330	363	14
19	3	10	11	13	330	429	14
20	3	10	11	14	330	462	14
21	3	10	11	15	330	495	12
22	3	10	11	16	330	528	14
17	3	10	12	11	360	396	12
16	3	10	12	10	360	360	14
18	3	10	12	12	360	432	12
20	3	10	12	14	360	504	12
19	3	10	12	13	360	468	12
21	3	10	12	15	360	540	14
16	3	10	13	10	390	390	14
19	3	10	13	13	390	507	12
22	3	10	12	16	360	576	14
20	3	10	13	14	390	546	12
17	3	10	13	11	390	429	16
18	3	10	13	12	390	468	16
21	3	10	13	15	390	585	14
22	3	10	13	16	390	624	12
19	3	10	14	13	420	546	12
17	3	10	14	11	420	462	12
16	3	10	14	10	420	420	14
18	3	10	14	12	420	504	14
22	3	10	14	16	420	672	12
20	3	10	14	14	420	588	12
21	3	10	14	15	420	630	14
16	3	10	15	10	450	450	12
20	3	10	15	14	450	630	14
17	3	10	15	11	450	495	14
21	3	10	15	15	450	675	12
19	3	10	15	13	450	585	12
18	3	10	15	12	450	540	16
16	3	10	16	10	480	480	12
19	3	10	16	13	480	624	12
22	3	10	15	16	450	720	18
17	3	10	16	11	480	528	14
17	3	11	3	11	99	99	12
19	3	11	3	13	99	117	12
18	3	11	3	12	99	108	12
20	3	10	16	14	480	672	16
20	3	11	3	14	99	126	14
18	3	10	16	12	480	576	18
22	3	10	16	16	480	768	12
21	3	10	16	15	480	720	16
21	3	11	3	15	99	135	12
18	3	11	4	12	132	144	12
22	3	11	3	16	99	144	14
17	3	11	4	11	132	132	12
19	3	11	4	13	132	156	12
21	3	11	4	15	132	180	14
22	3	11	4	16	132	192	12
20	3	11	4	14	132	168	16
18	3	11	5	12	165	180	12
17	3	11	5	11	165	165	12
19	3	11	5	13	165	195	12
21	3	11	5	15	165	225	10
20	3	11	5	14	165	210	12
17	3	11	6	11	198	198	12
22	3	11	5	16	165	240	12
18	3	11	6	12	198	216	14
20	3	11	6	14	198	252	14
19	3	11	6	13	198	234	14
17	3	11	7	11	231	231	12
19	3	11	7	13	231	273	12
21	3	11	6	15	198	270	16
18	3	11	7	12	231	252	14
22	3	11	6	16	198	288	16
21	3	11	7	15	231	315	12
20	3	11	7	14	231	294	14
22	3	11	7	16	231	336	14
21	3	11	8	15	264	360	12
18	3	11	8	12	264	288	14
20	3	11	8	14	264	336	14
19	3	11	8	13	264	312	14
17	3	11	8	11	264	264	16
22	3	11	8	16	264	384	14
17	3	11	9	11	297	297	12
18	3	11	9	12	297	324	14
19	3	11	9	13	297	351	14
21	3	11	9	15	297	405	12
20	3	11	9	14	297	378	12
22	3	11	9	16	297	432	14
17	3	11	10	11	330	330	14
20	3	11	10	14	330	420	12
18	3	11	10	12	330	360	16
19	3	11	10	13	330	390	14
22	3	11	10	16	330	480	14
21	3	11	10	15	330	450	18
17	3	11	11	11	363	363	16
18	3	11	11	12	363	396	12
20	3	11	11	14	363	462	14
19	3	11	11	13	363	429	16
21	3	11	11	15	363	495	12
17	3	11	12	11	396	396	14
22	3	11	11	16	363	528	12
19	3	11	12	13	396	468	14
18	3	11	12	12	396	432	14
20	3	11	12	14	396	504	12
18	3	11	13	12	429	468	14
22	3	11	12	16	396	576	12
21	3	11	12	15	396	540	14
17	3	11	13	11	429	429	14
19	3	11	13	13	429	507	12
20	3	11	13	14	429	546	12
21	3	11	13	15	429	585	12
22	3	11	13	16	429	624	18
17	3	11	14	11	462	462	14
18	3	11	14	12	462	504	14
17	3	11	15	11	495	495	12
20	3	11	14	14	462	588	12
19	3	11	14	13	462	546	16
21	3	11	14	15	462	630	14
22	3	11	14	16	462	672	12
18	3	11	15	12	495	540	12
19	3	11	15	13	495	585	12
20	3	11	15	14	495	630	12
21	3	11	15	15	495	675	12
18	3	11	16	12	528	576	12
22	3	11	15	16	495	720	12
17	3	11	16	11	528	528	14
18	3	12	3	12	108	108	12
19	3	11	16	13	528	624	12
19	3	12	3	13	108	117	14
20	3	11	16	14	528	672	12
20	3	12	3	14	108	126	14
22	3	12	3	16	108	144	14
21	3	12	3	15	108	135	14
21	3	11	16	15	528	720	14
22	3	11	16	16	528	768	12
18	3	12	4	12	144	144	14
20	3	12	4	14	144	168	12
19	3	12	4	13	144	156	14
22	3	12	4	16	144	192	12
21	3	12	4	15	144	180	24
19	3	12	5	13	180	195	14
18	3	12	5	12	180	180	16
20	3	12	5	14	180	210	14
21	3	12	5	15	180	225	14
22	3	12	5	16	180	240	14
19	3	12	6	13	216	234	16
18	3	12	6	12	216	216	16
20	3	12	6	14	216	252	16
19	3	12	7	13	252	273	16
20	3	12	7	14	252	294	14
21	3	12	6	15	216	270	16
22	3	12	6	16	216	288	14
18	3	12	7	12	252	252	16
22	3	12	7	16	252	336	14
21	3	12	7	15	252	315	16
19	3	12	8	13	288	312	16
20	3	12	8	14	288	336	16
18	3	12	8	12	288	288	14
19	3	12	9	13	324	351	14
22	3	12	8	16	288	384	14
21	3	12	8	15	288	360	18
18	3	12	9	12	324	324	16
20	3	12	9	14	324	378	14
21	3	12	9	15	324	405	16
22	3	12	9	16	324	432	14
18	3	12	10	12	360	360	14
19	3	12	10	13	360	390	14
20	3	12	10	14	360	420	14
21	3	12	10	15	360	450	16
18	3	12	11	12	396	396	14
20	3	12	11	14	396	462	14
21	3	12	11	15	396	495	14
22	3	12	10	16	360	480	16
19	3	12	11	13	396	429	14
22	3	12	11	16	396	528	14
20	3	12	12	14	432	504	14
18	3	12	12	12	432	432	16
22	3	12	12	16	432	576	12
19	3	12	12	13	432	468	16
19	3	12	13	13	468	507	12
21	3	12	12	15	432	540	18
18	3	12	13	12	468	468	16
20	3	12	13	14	468	546	18
21	3	12	13	15	468	585	14
19	3	12	14	13	504	546	12
21	3	12	14	15	504	630	14
22	3	12	13	16	468	624	18
18	3	12	14	12	504	504	14
20	3	12	14	14	504	588	16
22	3	12	14	16	504	672	14
18	3	12	15	12	540	540	14
19	3	12	15	13	540	585	16
21	3	12	15	15	540	675	14
20	3	12	15	14	540	630	14
22	3	12	15	16	540	720	16
18	3	12	16	12	576	576	14
20	3	12	16	14	576	672	14
19	3	13	3	13	117	117	16
19	3	12	16	13	576	624	14
20	3	13	3	14	117	126	16
21	3	13	3	15	117	135	14
22	3	13	3	16	117	144	14
22	3	12	16	16	576	768	14
21	3	12	16	15	576	720	14
20	3	13	4	14	156	168	14
19	3	13	5	13	195	195	14
19	3	13	4	13	156	156	18
21	3	13	4	15	156	180	14
22	3	13	4	16	156	192	16
20	3	13	5	14	195	210	16
21	3	13	5	15	195	225	18
19	3	13	6	13	234	234	16
22	3	13	5	16	195	240	16
20	3	13	6	14	234	252	14
22	3	13	6	16	234	288	14
21	3	13	6	15	234	270	14
19	3	13	7	13	273	273	16
20	3	13	7	14	273	294	14
21	3	13	7	15	273	315	16
20	3	13	8	14	312	336	14
21	3	13	8	15	312	360	14
19	3	13	8	13	312	312	14
22	3	13	7	16	273	336	18
22	3	13	8	16	312	384	16
20	3	13	9	14	351	378	16
19	3	13	9	13	351	351	16
22	3	13	9	16	351	432	14
21	3	13	9	15	351	405	16
19	3	13	10	13	390	390	14
21	3	13	10	15	390	450	14
20	3	13	10	14	390	420	14
22	3	13	10	16	390	480	14
19	3	13	11	13	429	429	16
20	3	13	11	14	429	462	16
21	3	13	11	15	429	495	16
19	3	13	12	13	468	468	14
20	3	13	12	14	468	504	16
21	3	13	12	15	468	540	14
22	3	13	11	16	429	528	18
19	3	13	13	13	507	507	14
22	3	13	12	16	468	576	18
20	3	13	13	14	507	546	14
21	3	13	13	15	507	585	14
21	3	13	14	15	546	630	18
22	3	13	13	16	507	624	14
19	3	13	14	13	546	546	14
20	3	13	14	14	546	588	18
22	3	13	14	16	546	672	14
21	3	13	15	15	585	675	16
19	3	13	15	13	585	585	14
20	3	13	15	14	585	630	16
22	3	13	15	16	585	720	14
19	3	13	16	13	624	624	16
20	3	14	3	14	126	126	14
21	3	14	3	15	126	135	16
21	3	13	16	15	624	720	14
20	3	13	16	14	624	672	14
22	3	14	3	16	126	144	16
20	3	14	4	14	168	168	14
20	3	14	5	14	210	210	16
21	3	14	4	15	168	180	14
22	3	13	16	16	624	768	14
22	3	14	4	16	168	192	20
21	3	14	5	15	210	225	16
22	3	14	5	16	210	240	16
21	3	14	6	15	252	270	16
22	3	14	6	16	252	288	14
20	3	14	6	14	252	252	20
20	3	14	7	14	294	294	16
22	3	14	7	16	294	336	16
21	3	14	7	15	294	315	16
21	3	14	8	15	336	360	16
22	3	14	8	16	336	384	16
20	3	14	8	14	336	336	20
21	3	14	9	15	378	405	18
22	3	14	9	16	378	432	18
21	3	14	10	15	420	450	16
20	3	14	10	14	420	420	18
20	3	14	9	14	378	378	22
22	3	14	10	16	420	480	16
20	3	14	11	14	462	462	18
22	3	14	11	16	462	528	16
22	3	14	12	16	504	576	18
20	3	14	13	14	546	546	16
21	3	14	11	15	462	495	20
20	3	14	12	14	504	504	18
21	3	14	12	15	504	540	18
21	3	14	13	15	546	585	16
20	3	14	14	14	588	588	16
21	3	14	15	15	630	675	16
21	3	14	14	15	588	630	16
22	3	14	13	16	546	624	20
22	3	14	14	16	588	672	16
20	3	14	15	14	630	630	20
22	3	14	15	16	630	720	16
20	3	14	16	14	672	672	16
21	3	15	3	15	135	135	16
22	3	15	3	16	135	144	16
22	3	15	4	16	180	192	16
21	3	15	4	15	180	180	16
22	3	15	5	16	225	240	16
22	3	14	16	16	672	768	16
21	3	14	16	15	672	720	20
21	3	15	5	15	225	225	22
22	3	15	6	16	270	288	16
21	3	15	6	15	270	270	20
21	3	15	7	15	315	315	16
22	3	15	9	16	405	432	16
22	3	15	7	16	315	336	16
22	3	15	8	16	360	384	16
21	3	15	8	15	360	360	18
21	3	15	9	15	405	405	16
21	3	15	10	15	450	450	16
22	3	15	10	16	450	480	20
21	3	15	13	15	585	585	16
22	3	15	11	16	495	528	16
21	3	15	11	15	495	495	16
21	3	15	12	15	540	540	16
22	3	15	12	16	540	576	18
22	3	15	13	16	585	624	18
22	3	15	14	16	630	672	18
22	3	16	3	16	144	144	18
22	3	16	4	16	192	192	18
21	3	15	14	15	630	630	18
21	3	15	15	15	675	675	16
21	3	15	16	15	720	720	18
22	3	15	15	16	675	720	16
22	3	16	6	16	288	288	18
22	3	15	16	16	720	768	16
22	3	16	5	16	240	240	18
22	3	16	7	16	336	336	20
22	3	16	8	16	384	384	18
22	3	16	9	16	432	432	20
22	3	16	11	16	528	528	18
22	3	16	10	16	480	480	20
9	4	2	3	3	24	36	10
10	4	2	3	4	24	48	4
8	4	2	3	2	24	24	14
11	4	2	3	5	24	60	4
12	4	2	3	6	24	72	4
13	4	2	3	7	24	84	4
14	4	2	3	8	24	96	4
15	4	2	3	9	24	108	4
16	4	2	3	10	24	120	4
17	4	2	3	11	24	132	4
18	4	2	3	12	24	144	4
19	4	2	3	13	24	156	4
20	4	2	3	14	24	168	4
21	4	2	3	15	24	180	4
22	4	2	3	16	24	192	4
8	4	2	4	2	32	32	6
10	4	2	4	4	32	64	4
22	3	16	12	16	576	576	20
11	4	2	4	5	32	80	4
9	4	2	4	3	32	48	12
12	4	2	4	6	32	96	4
13	4	2	4	7	32	112	4
14	4	2	4	8	32	128	4
15	4	2	4	9	32	144	4
16	4	2	4	10	32	160	4
17	4	2	4	11	32	176	4
18	4	2	4	12	32	192	4
19	4	2	4	13	32	208	4
20	4	2	4	14	32	224	4
21	4	2	4	15	32	240	4
22	4	2	4	16	32	256	4
10	4	2	5	4	40	80	4
9	4	2	5	3	40	60	8
8	4	2	5	2	40	40	10
11	4	2	5	5	40	100	4
12	4	2	5	6	40	120	4
13	4	2	5	7	40	140	4
22	3	16	13	16	624	624	20
14	4	2	5	8	40	160	4
15	4	2	5	9	40	180	4
16	4	2	5	10	40	200	4
17	4	2	5	11	40	220	4
18	4	2	5	12	40	240	4
19	4	2	5	13	40	260	4
21	4	2	5	15	40	300	4
20	4	2	5	14	40	280	4
22	4	2	5	16	40	320	4
10	4	2	6	4	48	96	4
8	4	2	6	2	48	48	6
9	4	2	6	3	48	72	6
11	4	2	6	5	48	120	4
