rounds	row	columns	wordsize	kolumns	block	key	full-diffusion
15	5	7	9	9	315	405	6
13	5	7	9	7	315	315	8
17	5	7	9	11	315	495	6
16	5	7	9	10	315	450	8
18	5	7	9	12	315	540	8
19	5	7	9	13	315	585	6
20	5	7	9	14	315	630	6
21	5	7	9	15	315	675	6
22	5	7	9	16	315	720	8
13	5	7	10	7	350	350	8
17	5	7	10	11	350	550	6
15	5	7	10	9	350	450	6
16	5	7	10	10	350	500	8
14	5	7	10	8	350	400	8
18	5	7	10	12	350	600	10
21	5	7	10	15	350	750	6
19	5	7	10	13	350	650	8
20	5	7	10	14	350	700	6
22	5	7	10	16	350	800	6
14	5	7	11	8	385	440	8
13	5	7	11	7	385	385	8
17	5	7	11	11	385	605	6
15	5	7	11	9	385	495	6
20	5	7	11	14	385	770	8
16	5	7	11	10	385	550	8
18	5	7	11	12	385	660	8
19	5	7	11	13	385	715	8
21	5	7	11	15	385	825	6
13	5	7	12	7	420	420	6
22	5	7	11	16	385	880	8
15	5	7	12	9	420	540	6
14	5	7	12	8	420	480	6
16	5	7	12	10	420	600	6
20	5	7	12	14	420	840	6
17	5	7	12	11	420	660	6
18	5	7	12	12	420	720	6
21	5	7	12	15	420	900	6
19	5	7	12	13	420	780	6
22	5	7	12	16	420	960	8
17	5	7	13	11	455	715	6
14	5	7	13	8	455	520	6
13	5	7	13	7	455	455	6
18	5	7	13	12	455	780	8
15	5	7	13	9	455	585	6
16	5	7	13	10	455	650	6
19	5	7	13	13	455	845	8
13	5	7	14	7	490	490	6
20	5	7	13	14	455	910	6
21	5	7	13	15	455	975	6
14	5	7	14	8	490	560	8
15	5	7	14	9	490	630	8
22	5	7	13	16	455	1040	8
16	5	7	14	10	490	700	8
19	5	7	14	13	490	910	6
21	5	7	14	15	490	1050	8
18	5	7	14	12	490	840	10
20	5	7	14	14	490	980	8
17	5	7	14	11	490	770	10
13	5	7	15	7	525	525	6
22	5	7	14	16	490	1120	8
14	5	7	15	8	525	600	8
15	5	7	15	9	525	675	8
17	5	7	15	11	525	825	6
16	5	7	15	10	525	750	8
19	5	7	15	13	525	975	8
20	5	7	15	14	525	1050	8
18	5	7	15	12	525	900	10
22	5	7	15	16	525	1200	6
21	5	7	15	15	525	1125	8
13	5	7	16	7	560	560	8
14	5	7	16	8	560	640	6
15	5	7	16	9	560	720	8
16	5	7	16	10	560	800	6
18	5	7	16	12	560	960	6
19	5	7	16	13	560	1040	8
20	5	7	16	14	560	1120	6
22	5	7	16	16	560	1280	8
14	5	8	3	8	120	120	10
21	5	7	16	15	560	1200	8
17	5	7	16	11	560	880	10
16	5	8	3	10	120	150	6
18	5	8	3	12	120	180	6
15	5	8	3	9	120	135	10
17	5	8	3	11	120	165	8
20	5	8	3	14	120	210	6
19	5	8	3	13	120	195	8
21	5	8	3	15	120	225	8
22	5	8	3	16	120	240	6
14	5	8	4	8	160	160	6
15	5	8	4	9	160	180	8
17	5	8	4	11	160	220	6
19	5	8	4	13	160	260	6
14	5	8	5	8	200	200	6
21	5	8	4	15	160	300	6
20	5	8	4	14	160	280	8
22	5	8	4	16	160	320	6
16	5	8	4	10	160	200	10
18	5	8	4	12	160	240	8
21	5	8	5	15	200	375	6
18	5	8	5	12	200	300	6
16	5	8	5	10	200	250	10
19	5	8	5	13	200	325	6
20	5	8	5	14	200	350	6
15	5	8	5	9	200	225	10
17	5	8	5	11	200	275	8
22	5	8	5	16	200	400	6
15	5	8	6	9	240	270	8
14	5	8	6	8	240	240	6
16	5	8	6	10	240	300	6
18	5	8	6	12	240	360	6
19	5	8	6	13	240	390	12
17	5	8	6	11	240	330	10
21	5	8	6	15	240	450	6
22	5	8	6	16	240	480	6
20	5	8	6	14	240	420	10
16	5	8	7	10	280	350	8
14	5	8	7	8	280	280	6
15	5	8	7	9	280	315	6
17	5	8	7	11	280	385	12
18	5	8	7	12	280	420	6
21	5	8	7	15	280	525	8
20	5	8	7	14	280	490	6
22	5	8	7	16	280	560	8
19	5	8	7	13	280	455	8
14	5	8	8	8	320	320	8
17	5	8	8	11	320	440	6
16	5	8	8	10	320	400	6
19	5	8	8	13	320	520	6
21	5	8	8	15	320	600	6
15	5	8	8	9	320	360	12
22	5	8	8	16	320	640	8
20	5	8	8	14	320	560	8
18	5	8	8	12	320	480	10
16	5	8	9	10	360	450	6
15	5	8	9	9	360	405	6
17	5	8	9	11	360	495	6
14	5	8	9	8	360	360	10
18	5	8	9	12	360	540	6
21	5	8	9	15	360	675	6
20	5	8	9	14	360	630	8
19	5	8	9	13	360	585	10
22	5	8	9	16	360	720	6
17	5	8	10	11	400	550	6
15	5	8	10	9	400	450	6
18	5	8	10	12	400	600	6
16	5	8	10	10	400	500	8
14	5	8	10	8	400	400	8
21	5	8	10	15	400	750	6
19	5	8	10	13	400	650	8
20	5	8	10	14	400	700	10
14	5	8	11	8	440	440	6
17	5	8	11	11	440	605	6
16	5	8	11	10	440	550	6
22	5	8	10	16	400	800	10
15	5	8	11	9	440	495	10
22	5	8	11	16	440	880	6
18	5	8	11	12	440	660	8
19	5	8	11	13	440	715	6
20	5	8	11	14	440	770	6
21	5	8	11	15	440	825	6
15	5	8	12	9	480	540	8
21	5	8	12	15	480	900	6
16	5	8	12	10	480	600	8
18	5	8	12	12	480	720	8
20	5	8	12	14	480	840	8
14	5	8	12	8	480	480	14
19	5	8	12	13	480	780	8
14	5	8	13	8	520	520	6
17	5	8	12	11	480	660	10
22	5	8	12	16	480	960	6
15	5	8	13	9	520	585	6
17	5	8	13	11	520	715	6
18	5	8	13	12	520	780	6
16	5	8	13	10	520	650	10
21	5	8	13	15	520	975	8
19	5	8	13	13	520	845	8
14	5	8	14	8	560	560	6
20	5	8	13	14	520	910	8
22	5	8	13	16	520	1040	8
19	5	8	14	13	560	910	6
15	5	8	14	9	560	630	6
17	5	8	14	11	560	770	8
18	5	8	14	12	560	840	8
16	5	8	14	10	560	700	10
21	5	8	14	15	560	1050	8
20	5	8	14	14	560	980	10
22	5	8	14	16	560	1120	6
14	5	8	15	8	600	600	10
19	5	8	15	13	600	975	6
15	5	8	15	9	600	675	8
16	5	8	15	10	600	750	6
18	5	8	15	12	600	900	8
17	5	8	15	11	600	825	8
22	5	8	15	16	600	1200	8
20	5	8	15	14	600	1050	10
21	5	8	15	15	600	1125	8
14	5	8	16	8	640	640	6
15	5	8	16	9	640	720	6
16	5	8	16	10	640	800	6
18	5	8	16	12	640	960	10
17	5	8	16	11	640	880	8
15	5	9	3	9	135	135	8
19	5	8	16	13	640	1040	6
16	5	9	3	10	135	150	8
20	5	8	16	14	640	1120	6
17	5	9	3	11	135	165	6
21	5	8	16	15	640	1200	6
20	5	9	3	14	135	210	6
22	5	8	16	16	640	1280	8
18	5	9	3	12	135	180	6
19	5	9	3	13	135	195	6
22	5	9	3	16	135	240	6
21	5	9	3	15	135	225	6
15	5	9	4	9	180	180	6
17	5	9	4	11	180	220	6
18	5	9	4	12	180	240	8
16	5	9	4	10	180	200	8
19	5	9	4	13	180	260	6
21	5	9	4	15	180	300	6
20	5	9	4	14	180	280	6
19	5	9	5	13	225	325	6
16	5	9	5	10	225	250	6
22	5	9	4	16	180	320	8
15	5	9	5	9	225	225	6
17	5	9	5	11	225	275	6
18	5	9	5	12	225	300	6
20	5	9	5	14	225	350	6
15	5	9	6	9	270	270	6
22	5	9	5	16	225	400	8
21	5	9	5	15	225	375	8
16	5	9	6	10	270	300	6
18	5	9	6	12	270	360	8
17	5	9	6	11	270	330	12
20	5	9	6	14	270	420	6
21	5	9	6	15	270	450	6
22	5	9	6	16	270	480	6
19	5	9	6	13	270	390	12
15	5	9	7	9	315	315	8
16	5	9	7	10	315	350	6
18	5	9	7	12	315	420	6
22	5	9	7	16	315	560	6
19	5	9	7	13	315	455	6
17	5	9	7	11	315	385	8
20	5	9	7	14	315	490	6
21	5	9	7	15	315	525	8
15	5	9	8	9	360	360	6
17	5	9	8	11	360	440	6
18	5	9	8	12	360	480	6
19	5	9	8	13	360	520	6
15	5	9	9	9	405	405	6
21	5	9	8	15	360	600	6
16	5	9	8	10	360	400	10
22	5	9	8	16	360	640	6
20	5	9	8	14	360	560	10
18	5	9	9	12	405	540	6
17	5	9	9	11	405	495	6
19	5	9	9	13	405	585	8
20	5	9	9	14	405	630	6
16	5	9	9	10	405	450	8
21	5	9	9	15	405	675	6
22	5	9	9	16	405	720	6
15	5	9	10	9	450	450	6
16	5	9	10	10	450	500	6
19	5	9	10	13	450	650	6
17	5	9	10	11	450	550	8
20	5	9	10	14	450	700	6
18	5	9	10	12	450	600	10
15	5	9	11	9	495	495	6
21	5	9	10	15	450	750	6
22	5	9	10	16	450	800	6
16	5	9	11	10	495	550	6
17	5	9	11	11	495	605	6
20	5	9	11	14	495	770	8
19	5	9	11	13	495	715	6
21	5	9	11	15	495	825	8
18	5	9	11	12	495	660	8
22	5	9	11	16	495	880	6
15	5	9	12	9	540	540	8
21	5	9	12	15	540	900	8
17	5	9	12	11	540	660	10
16	5	9	12	10	540	600	8
19	5	9	12	13	540	780	8
20	5	9	12	14	540	840	8
18	5	9	12	12	540	720	8
17	5	9	13	11	585	715	6
22	5	9	12	16	540	960	8
15	5	9	13	9	585	585	8
16	5	9	13	10	585	650	8
18	5	9	13	12	585	780	6
19	5	9	13	13	585	845	6
20	5	9	13	14	585	910	6
21	5	9	13	15	585	975	6
22	5	9	13	16	585	1040	6
17	5	9	14	11	630	770	6
15	5	9	14	9	630	630	10
18	5	9	14	12	630	840	6
20	5	9	14	14	630	980	8
19	5	9	14	13	630	910	6
16	5	9	14	10	630	700	8
22	5	9	14	16	630	1120	8
15	5	9	15	9	675	675	6
21	5	9	14	15	630	1050	8
18	5	9	15	12	675	900	6
17	5	9	15	11	675	825	8
16	5	9	15	10	675	750	8
20	5	9	15	14	675	1050	6
19	5	9	15	13	675	975	8
21	5	9	15	15	675	1125	6
22	5	9	15	16	675	1200	8
16	5	9	16	10	720	800	8
18	5	9	16	12	720	960	6
15	5	9	16	9	720	720	8
17	5	9	16	11	720	880	6
19	5	9	16	13	720	1040	8
16	5	10	3	10	150	150	6
17	5	10	3	11	150	165	8
18	5	10	3	12	150	180	8
20	5	9	16	14	720	1120	8
21	5	9	16	15	720	1200	6
20	5	10	3	14	150	210	6
22	5	9	16	16	720	1280	8
19	5	10	3	13	150	195	8
21	5	10	3	15	150	225	6
17	5	10	4	11	200	220	8
22	5	10	3	16	150	240	6
20	5	10	4	14	200	280	8
21	5	10	4	15	200	300	6
18	5	10	4	12	200	240	8
16	5	10	4	10	200	200	12
19	5	10	4	13	200	260	12
22	5	10	4	16	200	320	6
16	5	10	5	10	250	250	8
17	5	10	5	11	250	275	8
22	5	10	5	16	250	400	10
20	5	10	5	14	250	350	10
19	5	10	5	13	250	325	10
21	5	10	5	15	250	375	8
18	5	10	5	12	250	300	10
19	5	10	6	13	300	390	8
17	5	10	6	11	300	330	6
16	5	10	6	10	300	300	10
21	5	10	6	15	300	450	8
22	5	10	6	16	300	480	8
20	5	10	6	14	300	420	10
18	5	10	6	12	300	360	12
16	5	10	7	10	350	350	10
17	5	10	7	11	350	385	10
19	5	10	7	13	350	455	10
18	5	10	7	12	350	420	8
20	5	10	7	14	350	490	10
16	5	10	8	10	400	400	12
22	5	10	7	16	350	560	8
21	5	10	7	15	350	525	12
17	5	10	8	11	400	440	10
19	5	10	8	13	400	520	8
21	5	10	8	15	400	600	8
20	5	10	8	14	400	560	10
22	5	10	8	16	400	640	8
18	5	10	8	12	400	480	16
19	5	10	9	13	450	585	8
18	5	10	9	12	450	540	10
16	5	10	9	10	450	450	12
20	5	10	9	14	450	630	8
21	5	10	9	15	450	675	8
22	5	10	9	16	450	720	10
17	5	10	9	11	450	495	14
16	5	10	10	10	500	500	8
17	5	10	10	11	500	550	8
19	5	10	10	13	500	650	10
18	5	10	10	12	500	600	8
20	5	10	10	14	500	700	10
21	5	10	10	15	500	750	8
22	5	10	10	16	500	800	8
16	5	10	11	10	550	550	10
21	5	10	11	15	550	825	8
18	5	10	11	12	550	660	10
17	5	10	11	11	550	605	10
20	5	10	11	14	550	770	12
19	5	10	11	13	550	715	12
22	5	10	11	16	550	880	8
17	5	10	12	11	600	660	10
16	5	10	12	10	600	600	8
16	5	10	13	10	650	650	8
19	5	10	12	13	600	780	8
21	5	10	12	15	600	900	10
18	5	10	12	12	600	720	14
22	5	10	12	16	600	960	12
17	5	10	13	11	650	715	10
20	5	10	12	14	600	840	14
19	5	10	13	13	650	845	8
21	5	10	13	15	650	975	8
20	5	10	13	14	650	910	8
22	5	10	13	16	650	1040	6
18	5	10	13	12	650	780	14
17	5	10	14	11	700	770	8
16	5	10	14	10	700	700	8
19	5	10	14	13	700	910	8
18	5	10	14	12	700	840	10
20	5	10	14	14	700	980	10
16	5	10	15	10	750	750	10
21	5	10	14	15	700	1050	8
22	5	10	14	16	700	1120	8
17	5	10	15	11	750	825	10
18	5	10	15	12	750	900	10
21	5	10	15	15	750	1125	8
20	5	10	15	14	750	1050	8
19	5	10	15	13	750	975	10
16	5	10	16	10	800	800	10
22	5	10	15	16	750	1200	10
17	5	11	3	11	165	165	10
17	5	10	16	11	800	880	8
18	5	10	16	12	800	960	8
20	5	10	16	14	800	1120	10
19	5	10	16	13	800	1040	10
21	5	10	16	15	800	1200	8
22	5	10	16	16	800	1280	10
18	5	11	3	12	165	180	8
19	5	11	3	13	165	195	10
20	5	11	3	14	165	210	12
22	5	11	3	16	165	240	8
21	5	11	3	15	165	225	12
17	5	11	4	11	220	220	8
18	5	11	4	12	220	240	8
19	5	11	4	13	220	260	8
20	5	11	4	14	220	280	8
21	5	11	4	15	220	300	8
17	5	11	5	11	275	275	8
22	5	11	4	16	220	320	14
19	5	11	5	13	275	325	8
21	5	11	5	15	275	375	8
18	5	11	5	12	275	300	12
20	5	11	5	14	275	350	12
22	5	11	5	16	275	400	12
17	5	11	6	11	330	330	10
18	5	11	6	12	330	360	10
19	5	11	6	13	330	390	10
20	5	11	6	14	330	420	10
21	5	11	6	15	330	450	8
22	5	11	6	16	330	480	8
17	5	11	7	11	385	385	8
19	5	11	7	13	385	455	10
18	5	11	7	12	385	420	8
22	5	11	7	16	385	560	10
17	5	11	8	11	440	440	8
21	5	11	7	15	385	525	8
18	5	11	8	12	440	480	10
20	5	11	7	14	385	490	14
19	5	11	8	13	440	520	12
20	5	11	8	14	440	560	10
21	5	11	8	15	440	600	10
22	5	11	8	16	440	640	8
18	5	11	9	12	495	540	8
17	5	11	9	11	495	495	8
20	5	11	9	14	495	630	8
21	5	11	9	15	495	675	8
19	5	11	9	13	495	585	12
18	5	11	10	12	550	600	8
17	5	11	10	11	550	550	10
22	5	11	9	16	495	720	12
19	5	11	10	13	550	650	10
22	5	11	10	16	550	800	8
20	5	11	10	14	550	700	8
21	5	11	10	15	550	750	8
17	5	11	11	11	605	605	8
18	5	11	11	12	605	660	10
19	5	11	11	13	605	715	8
20	5	11	11	14	605	770	8
21	5	11	11	15	605	825	8
18	5	11	12	12	660	720	8
22	5	11	11	16	605	880	10
17	5	11	12	11	660	660	14
19	5	11	12	13	660	780	10
21	5	11	12	15	660	900	8
20	5	11	12	14	660	840	12
17	5	11	13	11	715	715	12
22	5	11	12	16	660	960	10
19	5	11	13	13	715	845	8
18	5	11	13	12	715	780	10
20	5	11	13	14	715	910	8
22	5	11	13	16	715	1040	8
17	5	11	14	11	770	770	10
21	5	11	13	15	715	975	8
18	5	11	14	12	770	840	8
19	5	11	14	13	770	910	8
20	5	11	14	14	770	980	8
17	5	11	15	11	825	825	8
22	5	11	14	16	770	1120	8
18	5	11	15	12	825	900	10
19	5	11	15	13	825	975	8
20	5	11	15	14	825	1050	8
21	5	11	15	15	825	1125	8
21	5	11	14	15	770	1050	20
22	5	11	15	16	825	1200	8
17	5	11	16	11	880	880	8
20	5	11	16	14	880	1120	10
19	5	11	16	13	880	1040	8
19	5	12	3	13	180	195	10
18	5	12	3	12	180	180	10
18	5	11	16	12	880	960	12
21	5	11	16	15	880	1200	10
20	5	12	3	14	180	210	8
21	5	12	3	15	180	225	8
22	5	11	16	16	880	1280	8
18	5	12	4	12	240	240	10
22	5	12	3	16	180	240	10
19	5	12	4	13	240	260	8
21	5	12	4	15	240	300	10
20	5	12	4	14	240	280	12
22	5	12	4	16	240	320	12
18	5	12	5	12	300	300	8
20	5	12	5	14	300	350	12
19	5	12	5	13	300	325	8
21	5	12	5	15	300	375	10
22	5	12	5	16	300	400	10
18	5	12	6	12	360	360	8
21	5	12	6	15	360	450	8
22	5	12	6	16	360	480	10
20	5	12	7	14	420	490	10
18	5	12	7	12	420	420	8
19	5	12	6	13	360	390	14
19	5	12	7	13	420	455	10
20	5	12	6	14	360	420	14
21	5	12	7	15	420	525	8
19	5	12	8	13	480	520	10
22	5	12	7	16	420	560	10
18	5	12	8	12	480	480	12
20	5	12	8	14	480	560	10
22	5	12	8	16	480	640	8
21	5	12	8	15	480	600	10
21	5	12	9	15	540	675	8
18	5	12	9	12	540	540	8
20	5	12	9	14	540	630	10
22	5	12	9	16	540	720	10
19	5	12	9	13	540	585	12
18	5	12	10	12	600	600	10
21	5	12	10	15	600	750	8
20	5	12	10	14	600	700	12
19	5	12	10	13	600	650	12
22	5	12	10	16	600	800	8
18	5	12	11	12	660	660	10
19	5	12	11	13	660	715	10
22	5	12	11	16	660	880	8
21	5	12	11	15	660	825	8
20	5	12	11	14	660	770	10
20	5	12	12	14	720	840	8
19	5	12	12	13	720	780	10
21	5	12	12	15	720	900	8
18	5	12	13	12	780	780	10
18	5	12	12	12	720	720	16
22	5	12	12	16	720	960	10
21	5	12	13	15	780	975	8
22	5	12	13	16	780	1040	10
20	5	12	13	14	780	910	12
19	5	12	13	13	780	845	12
20	5	12	14	14	840	980	8
18	5	12	14	12	840	840	8
19	5	12	14	13	840	910	8
21	5	12	14	15	840	1050	8
18	5	12	15	12	900	900	8
22	5	12	14	16	840	1120	10
20	5	12	15	14	900	1050	8
19	5	12	15	13	900	975	12
21	5	12	15	15	900	1125	10
19	5	12	16	13	960	1040	8
22	5	12	15	16	900	1200	12
19	5	13	3	13	195	195	10
20	5	13	3	14	195	210	8
18	5	12	16	12	960	960	14
21	5	13	3	15	195	225	10
20	5	12	16	14	960	1120	10
21	5	12	16	15	960	1200	8
22	5	12	16	16	960	1280	8
19	5	13	4	13	260	260	8
22	5	13	3	16	195	240	8
20	5	13	4	14	260	280	10
21	5	13	4	15	260	300	8
22	5	13	4	16	260	320	8
21	5	13	5	15	325	375	8
20	5	13	5	14	325	350	8
22	5	13	5	16	325	400	8
22	5	13	6	16	390	480	10
19	5	13	5	13	325	325	12
20	5	13	6	14	390	420	8
21	5	13	6	15	390	450	12
19	5	13	6	13	390	390	14
19	5	13	7	13	455	455	10
20	5	13	7	14	455	490	8
21	5	13	7	15	455	525	8
22	5	13	7	16	455	560	8
19	5	13	8	13	520	520	8
20	5	13	8	14	520	560	8
21	5	13	8	15	520	600	8
22	5	13	8	16	520	640	10
21	5	13	9	15	585	675	8
20	5	13	9	14	585	630	12
22	5	13	9	16	585	720	10
19	5	13	9	13	585	585	10
19	5	13	10	13	650	650	8
19	5	13	11	13	715	715	8
21	5	13	10	15	650	750	8
20	5	13	11	14	715	770	8
21	5	13	11	15	715	825	8
22	5	13	10	16	650	800	10
22	5	13	11	16	715	880	8
20	5	13	10	14	650	700	14
20	5	13	12	14	780	840	8
19	5	13	12	13	780	780	8
22	5	13	12	16	780	960	8
21	5	13	12	15	780	900	12
21	5	13	13	15	845	975	8
19	5	13	13	13	845	845	8
20	5	13	13	14	845	910	8
19	5	13	14	13	910	910	8
20	5	13	14	14	910	980	8
19	5	13	15	13	975	975	8
22	5	13	14	16	910	1120	8
22	5	13	13	16	845	1040	12
20	5	13	15	14	975	1050	8
21	5	13	14	15	910	1050	10
21	5	13	15	15	975	1125	10
20	5	14	3	14	210	210	10
22	5	13	15	16	975	1200	8
19	5	13	16	13	1040	1040	8
20	5	13	16	14	1040	1120	8
22	5	13	16	16	1040	1280	10
21	5	14	3	15	210	225	12
21	5	13	16	15	1040	1200	8
22	5	14	3	16	210	240	10
21	5	14	4	15	280	300	10
20	5	14	4	14	280	280	10
22	5	14	4	16	280	320	10
21	5	14	5	15	350	375	10
20	5	14	5	14	350	350	10
20	5	14	6	14	420	420	12
22	5	14	5	16	350	400	10
22	5	14	6	16	420	480	10
21	5	14	6	15	420	450	14
20	5	14	7	14	490	490	12
20	5	14	8	14	560	560	12
22	5	14	7	16	490	560	12
21	5	14	7	15	490	525	10
21	5	14	8	15	560	600	8
22	5	14	8	16	560	640	12
20	5	14	9	14	630	630	12
22	5	14	9	16	630	720	12
21	5	14	9	15	630	675	12
20	5	14	10	14	700	700	12
21	5	14	10	15	700	750	10
22	5	14	10	16	700	800	10
22	5	14	11	16	770	880	12
21	5	14	11	15	770	825	12
20	5	14	11	14	770	770	10
20	5	14	12	14	840	840	10
22	5	14	12	16	840	960	12
20	5	14	13	14	910	910	12
21	5	14	12	15	840	900	16
22	5	14	13	16	910	1040	12
21	5	14	13	15	910	975	10
20	5	14	14	14	980	980	10
22	5	14	14	16	980	1120	10
21	5	14	14	15	980	1050	10
20	5	14	15	14	1050	1050	12
21	5	15	3	15	225	225	10
21	5	14	15	15	1050	1125	10
22	5	14	15	16	1050	1200	14
20	5	14	16	14	1120	1120	12
22	5	15	3	16	225	240	14
21	5	14	16	15	1120	1200	12
21	5	15	4	15	300	300	12
22	5	15	4	16	300	320	12
22	5	15	5	16	375	400	10
21	5	15	5	15	375	375	14
22	5	14	16	16	1120	1280	14
22	5	15	6	16	450	480	10
22	5	15	7	16	525	560	10
22	5	15	8	16	600	640	10
21	5	15	7	15	525	525	14
21	5	15	6	15	450	450	14
21	5	15	9	15	675	675	10
21	5	15	8	15	600	600	14
22	5	15	10	16	750	800	10
21	5	15	10	15	750	750	10
22	5	15	11	16	825	880	10
21	5	15	11	15	825	825	10
22	5	15	9	16	675	720	14
21	5	15	12	15	900	900	10
22	5	15	12	16	900	960	10
21	5	15	13	15	975	975	10
22	5	15	13	16	975	1040	10
22	5	15	14	16	1050	1120	10
21	5	15	15	15	1125	1125	12
22	5	15	15	16	1125	1200	10
21	5	15	14	15	1050	1050	12
22	5	16	3	16	240	240	14
22	5	15	16	16	1200	1280	10
22	5	16	4	16	320	320	12
22	5	16	5	16	400	400	14
21	5	15	16	15	1200	1200	12
22	5	16	6	16	480	480	10
22	5	16	7	16	560	560	10
22	5	16	8	16	640	640	10
22	5	16	10	16	800	800	14
22	5	16	9	16	720	720	12
8	6	2	3	2	36	36	4
22	5	16	11	16	880	880	10
9	6	2	3	3	36	54	4
10	6	2	3	4	36	72	8
11	6	2	3	5	36	90	8
12	6	2	3	6	36	108	8
22	5	16	13	16	1040	1040	10
13	6	2	3	7	36	126	10
14	6	2	3	8	36	144	20
22	5	16	12	16	960	960	12
15	6	2	3	9	36	162	12
17	6	2	3	11	36	198	10
16	6	2	3	10	36	180	10
18	6	2	3	12	36	216	10
19	6	2	3	13	36	234	10
20	6	2	3	14	36	252	10
21	6	2	3	15	36	270	10
22	6	2	3	16	36	288	10
8	6	2	4	2	48	48	6
9	6	2	4	3	48	72	6
10	6	2	4	4	48	96	4
11	6	2	4	5	48	120	4
12	6	2	4	6	48	144	4
13	6	2	4	7	48	168	4
14	6	2	4	8	48	192	4
15	6	2	4	9	48	216	4
16	6	2	4	10	48	240	4
17	6	2	4	11	48	264	4
22	5	16	14	16	1120	1120	12
18	6	2	4	12	48	288	4
19	6	2	4	13	48	312	4
20	6	2	4	14	48	336	4
21	6	2	4	15	48	360	4
22	6	2	4	16	48	384	4
8	6	2	5	2	60	60	6
10	6	2	5	4	60	120	4
11	6	2	5	5	60	150	4
12	6	2	5	6	60	180	4
13	6	2	5	7	60	210	4
9	6	2	5	3	60	90	8
14	6	2	5	8	60	240	4
15	6	2	5	9	60	270	4
16	6	2	5	10	60	300	4
17	6	2	5	11	60	330	4
18	6	2	5	12	60	360	4
22	5	16	15	16	1200	1200	12
19	6	2	5	13	60	390	4
20	6	2	5	14	60	420	4
21	6	2	5	15	60	450	4
22	6	2	5	16	60	480	4
11	6	2	6	5	72	180	4
8	6	2	6	2	72	72	4
10	6	2	6	4	72	144	4
9	6	2	6	3	72	108	4
12	6	2	6	6	72	216	4
13	6	2	6	7	72	252	4
14	6	2	6	8	72	288	4
18	6	2	6	12	72	432	4
15	6	2	6	9	72	324	4
16	6	2	6	10	72	360	4
17	6	2	6	11	72	396	4
21	6	2	6	15	72	540	4
19	6	2	6	13	72	468	4
20	6	2	6	14	72	504	4
22	6	2	6	16	72	576	4
8	6	2	7	2	84	84	4
9	6	2	7	3	84	126	4
12	6	2	7	6	84	252	4
10	6	2	7	4	84	168	4
11	6	2	7	5	84	210	4
13	6	2	7	7	84	294	4
16	6	2	7	10	84	420	4
14	6	2	7	8	84	336	4
15	6	2	7	9	84	378	4
17	6	2	7	11	84	462	4
18	6	2	7	12	84	504	4
20	6	2	7	14	84	588	4
19	6	2	7	13	84	546	4
21	6	2	7	15	84	630	4
22	6	2	7	16	84	672	4
8	6	2	8	2	96	96	4
12	6	2	8	6	96	288	6
9	6	2	8	3	96	144	4
11	6	2	8	5	96	240	6
22	5	16	16	16	1280	1280	10
10	6	2	8	4	96	192	6
13	6	2	8	7	96	336	6
14	6	2	8	8	96	384	6
15	6	2	8	9	96	432	6
16	6	2	8	10	96	480	6
18	6	2	8	12	96	576	6
17	6	2	8	11	96	528	6
19	6	2	8	13	96	624	6
22	6	2	8	16	96	768	6
21	6	2	8	15	96	720	6
20	6	2	8	14	96	672	6
8	6	2	9	2	108	108	6
10	6	2	9	4	108	216	8
13	6	2	9	7	108	378	8
9	6	2	9	3	108	162	10
11	6	2	9	5	108	270	6
12	6	2	9	6	108	324	8
16	6	2	9	10	108	540	10
17	6	2	9	11	108	594	10
18	6	2	9	12	108	648	10
14	6	2	9	8	108	432	12
19	6	2	9	13	108	702	10
20	6	2	9	14	108	756	10
15	6	2	9	9	108	486	16
21	6	2	9	15	108	810	10
11	6	2	10	5	120	300	4
10	6	2	10	4	120	240	4
8	6	2	10	2	120	120	6
22	6	2	9	16	108	864	10
12	6	2	10	6	120	360	4
9	6	2	10	3	120	180	6
13	6	2	10	7	120	420	4
14	6	2	10	8	120	480	4
16	6	2	10	10	120	600	4
15	6	2	10	9	120	540	4
17	6	2	10	11	120	660	4
19	6	2	10	13	120	780	4
20	6	2	10	14	120	840	4
18	6	2	10	12	120	720	4
21	6	2	10	15	120	900	4
22	6	2	10	16	120	960	4
11	6	2	11	5	132	330	6
8	6	2	11	2	132	132	4
9	6	2	11	3	132	198	4
10	6	2	11	4	132	264	6
12	6	2	11	6	132	396	6
13	6	2	11	7	132	462	6
15	6	2	11	9	132	594	6
14	6	2	11	8	132	528	6
16	6	2	11	10	132	660	6
17	6	2	11	11	132	726	6
18	6	2	11	12	132	792	6
19	6	2	11	13	132	858	6
21	6	2	11	15	132	990	6
20	6	2	11	14	132	924	6
22	6	2	11	16	132	1056	6
8	6	2	12	2	144	144	4
12	6	2	12	6	144	432	6
9	6	2	12	3	144	216	4
11	6	2	12	5	144	360	8
10	6	2	12	4	144	288	8
13	6	2	12	7	144	504	6
16	6	2	12	10	144	720	6
14	6	2	12	8	144	576	6
15	6	2	12	9	144	648	6
17	6	2	12	11	144	792	6
21	6	2	12	15	144	1080	6
18	6	2	12	12	144	864	6
20	6	2	12	14	144	1008	6
19	6	2	12	13	144	936	6
22	6	2	12	16	144	1152	6
8	6	2	13	2	156	156	6
9	6	2	13	3	156	234	6
10	6	2	13	4	156	312	4
11	6	2	13	5	156	390	4
12	6	2	13	6	156	468	4
13	6	2	13	7	156	546	4
14	6	2	13	8	156	624	4
